Date,Average_Sentiment
2024-06-01 00:00:00+00:00,0.03501386113886113
2024-06-02 00:00:00+00:00,0.12497697563874034
2024-06-03 00:00:00+00:00,0.23886702674897117
2024-06-04 00:00:00+00:00,0.19443278943278944
2024-06-05 00:00:00+00:00,0.10876633986928104
2024-06-06 00:00:00+00:00,0.05934210526315789
2024-06-07 00:00:00+00:00,-0.036040822052726816
2024-06-08 00:00:00+00:00,0.14376929012345682
2024-06-09 00:00:00+00:00,0.0610576923076923
2024-06-10 00:00:00+00:00,0.0921045524691358
2024-06-11 00:00:00+00:00,0.09868827160493826
2024-06-12 00:00:00+00:00,0.05918807881826314
2024-06-13 00:00:00+00:00,0.00915
2024-06-14 00:00:00+00:00,0.05466424162257496
2024-06-15 00:00:00+00:00,0.12626200918964078
2024-06-16 00:00:00+00:00,0.05923810862531566
2024-06-17 00:00:00+00:00,0.06285845443743852
2024-06-18 00:00:00+00:00,0.1020180108428348
2024-06-19 00:00:00+00:00,0.06236186748732932
2024-06-20 00:00:00+00:00,0.09953028065818763
2024-06-21 00:00:00+00:00,0.1770199591643155
2024-06-22 00:00:00+00:00,0.10424888853084077
2024-06-23 00:00:00+00:00,0.14335436929592774
2024-06-24 00:00:00+00:00,0.07607033784117118
2024-06-25 00:00:00+00:00,0.09164339826839828
2024-06-26 00:00:00+00:00,0.04496266520076044
2024-06-27 00:00:00+00:00,0.05797269141242356
2024-06-28 00:00:00+00:00,0.059760251322751326
2024-06-29 00:00:00+00:00,0.06712854737854738
2024-06-30 00:00:00+00:00,0.19018791228612655
2024-07-01 00:00:00+00:00,0.046176094926094924
2024-07-02 00:00:00+00:00,-0.02626368636237057
2024-07-03 00:00:00+00:00,0.037217470910923284
2024-07-04 00:00:00+00:00,0.10251181602117432
2024-07-05 00:00:00+00:00,0.057158639971139964
2024-07-06 00:00:00+00:00,0.06867507487587274
2024-07-07 00:00:00+00:00,0.11098851667368748
2024-07-08 00:00:00+00:00,0.017359877405763485
2024-07-09 00:00:00+00:00,0.07167880716745693
2024-07-10 00:00:00+00:00,0.08220847144030738
2024-07-11 00:00:00+00:00,0.11313619399780114
2024-07-12 00:00:00+00:00,0.05405058428643334
2024-07-13 00:00:00+00:00,0.08193880772005772
2024-07-14 00:00:00+00:00,0.166547556849281
2024-07-15 00:00:00+00:00,0.01988686868686869
2024-07-16 00:00:00+00:00,0.05815254046497071
2024-07-17 00:00:00+00:00,0.044473542963284596
2024-07-18 00:00:00+00:00,0.10480542027417028
2024-07-19 00:00:00+00:00,0.1382025074842239
2024-07-20 00:00:00+00:00,0.09151545214045215
2024-07-21 00:00:00+00:00,0.059449844137344145
2024-07-22 00:00:00+00:00,0.07560240563530037
2024-07-23 00:00:00+00:00,0.07800110897333119
2024-07-24 00:00:00+00:00,0.018132027116402112
2024-07-25 00:00:00+00:00,0.05598861996589269
2024-07-26 00:00:00+00:00,0.16928554249982822
2024-07-27 00:00:00+00:00,0.04652547944886654
2024-07-28 00:00:00+00:00,0.10853004634254634
2024-07-29 00:00:00+00:00,0.06125019728535353
2024-07-30 00:00:00+00:00,0.04721485260770976
2024-07-31 00:00:00+00:00,0.07519025998495477
2024-08-01 00:00:00+00:00,0.1266666708614383
2024-08-02 00:00:00+00:00,0.04641418817807707
2024-08-03 00:00:00+00:00,0.08445819504569504
2024-08-04 00:00:00+00:00,0.09592826726650257
2024-08-05 00:00:00+00:00,0.027097619047619047
2024-08-06 00:00:00+00:00,0.030232554112554117
2024-08-07 00:00:00+00:00,0.11490846675370486
2024-08-08 00:00:00+00:00,0.07593276515151516
2024-08-09 00:00:00+00:00,0.11314467592592593
2024-08-10 00:00:00+00:00,-0.05222625413801885
2024-08-11 00:00:00+00:00,0.19260142467299723
2024-08-12 00:00:00+00:00,0.06029112554112555
2024-08-13 00:00:00+00:00,-0.02783191260043111
2024-08-14 00:00:00+00:00,0.05465956145303972
2024-08-15 00:00:00+00:00,-0.0009523809523809444
2024-08-16 00:00:00+00:00,0.11346705146705148
2024-08-17 00:00:00+00:00,0.129521312021312
2024-08-18 00:00:00+00:00,0.1677528966131907
2024-08-19 00:00:00+00:00,0.041157407407407406
2024-08-20 00:00:00+00:00,0.12011904761904761
2024-08-21 00:00:00+00:00,0.13917582417582416
2024-08-22 00:00:00+00:00,0.1289093684093684
2024-08-23 00:00:00+00:00,0.07397727272727272
2024-08-24 00:00:00+00:00,-0.10482142857142858
2024-08-25 00:00:00+00:00,0.03343915343915344
2024-08-26 00:00:00+00:00,0.14454882677708764
2024-08-27 00:00:00+00:00,-0.013659163059163055
2024-08-28 00:00:00+00:00,0.10351920566206281
2024-08-29 00:00:00+00:00,0.036349687349687354
2024-08-30 00:00:00+00:00,0.09815476190476191
2024-08-31 00:00:00+00:00,0.19564367527313958
2024-09-01 00:00:00+00:00,0.12715754483611627
2024-09-02 00:00:00+00:00,3.747795414462843e-05
2024-09-03 00:00:00+00:00,0.0871581359816654
2024-09-04 00:00:00+00:00,0.07985839598997493
2024-09-05 00:00:00+00:00,0.0971649531024531
2024-09-06 00:00:00+00:00,0.12771974604235634
2024-09-07 00:00:00+00:00,0.06748216540404041
2024-09-08 00:00:00+00:00,0.024492696119116576
2024-09-09 00:00:00+00:00,0.053905245169474
2024-09-10 00:00:00+00:00,0.0420014245014245
2024-09-11 00:00:00+00:00,0.048194811875367435
2024-09-12 00:00:00+00:00,0.21624871907480603
2024-09-13 00:00:00+00:00,0.04435267857142857
2024-09-14 00:00:00+00:00,0.09493518518518519
2024-09-15 00:00:00+00:00,0.05420610119047618
2024-09-16 00:00:00+00:00,0.11698863636363636
2024-09-17 00:00:00+00:00,0.18150859788359788
2024-09-18 00:00:00+00:00,0.05475
2024-09-19 00:00:00+00:00,0.06343073593073592
