"tavg","region","id","date"
27.1,"USA","USW00013964",2023-09-08
25.9,"USA","USW00013964",2023-09-09
24.2,"USA","USW00013964",2023-09-10
23.8,"USA","USW00013964",2023-09-11
21.8,"USA","USW00013964",2023-09-12
22.2,"USA","USW00013964",2023-09-13
22.8,"USA","USW00013964",2023-09-14
22.1,"USA","USW00013964",2023-09-15
23,"USA","USW00013964",2023-09-16
22.8,"USA","USW00013964",2023-09-17
23.7,"USA","USW00013964",2023-09-18
23.4,"USA","USW00013964",2023-09-19
22.1,"USA","USW00013964",2023-09-20
24.4,"USA","USW00013964",2023-09-21
23.3,"USA","USW00013964",2023-09-22
24.8,"USA","USW00013964",2023-09-23
25.6,"USA","USW00013964",2023-09-24
25.1,"USA","USW00013964",2023-09-25
24.4,"USA","USW00013964",2023-09-26
24.4,"USA","USW00013964",2023-09-27
25.3,"USA","USW00013964",2023-09-28
26.1,"USA","USW00013964",2023-09-29
26.1,"USA","USW00013964",2023-09-30
25.7,"USA","USW00013964",2023-10-01
24.1,"USA","USW00013967",2023-06-01
24.2,"USA","USW00013967",2023-06-02
21.4,"USA","USW00013967",2023-06-03
21.6,"USA","USW00013967",2023-06-04
22.9,"USA","USW00013967",2023-06-05
23.7,"USA","USW00013967",2023-06-06
23.7,"USA","USW00013967",2023-06-07
24,"USA","USW00013967",2023-06-08
25.9,"USA","USW00013967",2023-06-09
24.4,"USA","USW00013967",2023-06-10
25.2,"USA","USW00013967",2023-06-11
19.2,"USA","USW00013967",2023-06-12
20,"USA","USW00013967",2023-06-13
23.6,"USA","USW00013967",2023-06-14
25.1,"USA","USW00013967",2023-06-15
23.1,"USA","USW00013967",2023-06-16
24.8,"USA","USW00013967",2023-06-17
22.3,"USA","USW00013967",2023-06-18
24.9,"USA","USW00013967",2023-06-19
28.3,"USA","USW00013967",2023-06-20
27.4,"USA","USW00013967",2023-06-21
26.4,"USA","USW00013967",2023-06-22
23.2,"USA","USW00013967",2023-06-23
25.9,"USA","USW00013967",2023-06-24
28.6,"USA","USW00013967",2023-06-25
27.8,"USA","USW00013967",2023-06-26
27.1,"USA","USW00013967",2023-06-27
29.3,"USA","USW00013967",2023-06-28
29.9,"USA","USW00013967",2023-06-29
29.1,"USA","USW00013967",2023-06-30
26.6,"USA","USW00013967",2023-07-01
26.4,"USA","USW00013967",2023-07-02
27.5,"USA","USW00013967",2023-07-03
25.6,"USA","USW00013967",2023-07-04
26.8,"USA","USW00013967",2023-07-05
24.5,"USA","USW00013967",2023-07-06
23.2,"USA","USW00013967",2023-07-07
24.4,"USA","USW00013967",2023-07-08
23.9,"USA","USW00013967",2023-07-09
24.8,"USA","USW00013967",2023-07-10
25.8,"USA","USW00013967",2023-07-11
28.2,"USA","USW00013967",2023-07-12
29.7,"USA","USW00013967",2023-07-13
29,"USA","USW00013967",2023-07-14
26.2,"USA","USW00013967",2023-07-15
26.1,"USA","USW00013967",2023-07-16
27.3,"USA","USW00013967",2023-07-17
30,"USA","USW00013967",2023-07-18
30.1,"USA","USW00013967",2023-07-19
29.5,"USA","USW00013967",2023-07-20
26.5,"USA","USW00013967",2023-07-21
25.4,"USA","USW00013967",2023-07-22
25.3,"USA","USW00013967",2023-07-23
27.1,"USA","USW00013967",2023-07-24
29.4,"USA","USW00013967",2023-07-25
29.9,"USA","USW00013967",2023-07-26
28.6,"USA","USW00013967",2023-07-27
30.2,"USA","USW00013967",2023-07-28
29.6,"USA","USW00013967",2023-07-29
29,"USA","USW00013967",2023-07-30
29.1,"USA","USW00013967",2023-07-31
31.1,"USA","USW00013967",2023-08-01
32.2,"USA","USW00013967",2023-08-02
31.4,"USA","USW00013967",2023-08-03
31,"USA","USW00013967",2023-08-04
29.9,"USA","USW00013967",2023-08-05
27.3,"USA","USW00013967",2023-08-06
25.9,"USA","USW00013967",2023-08-07
25.6,"USA","USW00013967",2023-08-08
27.9,"USA","USW00013967",2023-08-09
28.3,"USA","USW00013967",2023-08-10
30.8,"USA","USW00013967",2023-08-11
29.4,"USA","USW00013967",2023-08-12
27.4,"USA","USW00013967",2023-08-13
25.8,"USA","USW00013967",2023-08-14
24,"USA","USW00013967",2023-08-15
24,"USA","USW00013967",2023-08-16
27.5,"USA","USW00013967",2023-08-17
28.6,"USA","USW00013967",2023-08-18
31.2,"USA","USW00013967",2023-08-19
32.1,"USA","USW00013967",2023-08-20
32.5,"USA","USW00013967",2023-08-21
31.7,"USA","USW00013967",2023-08-22
31.2,"USA","USW00013967",2023-08-23
31.4,"USA","USW00013967",2023-08-24
31.9,"USA","USW00013967",2023-08-25
31.6,"USA","USW00013967",2023-08-26
28.8,"USA","USW00013967",2023-08-27
26.4,"USA","USW00013967",2023-08-28
25.7,"USA","USW00013967",2023-08-29
27.2,"USA","USW00013967",2023-08-30
25.9,"USA","USW00013967",2023-08-31
26.8,"USA","USW00013967",2023-09-01
26.6,"USA","USW00013967",2023-09-02
26.7,"USA","USW00013967",2023-09-03
29.1,"USA","USW00013967",2023-09-04
31.6,"USA","USW00013967",2023-09-05
26.3,"USA","USW00013967",2023-09-06
28.2,"USA","USW00013967",2023-09-07
29.8,"USA","USW00013967",2023-09-08
26.9,"USA","USW00013967",2023-09-09
24.9,"USA","USW00013967",2023-09-10
22.8,"USA","USW00013967",2023-09-11
19.3,"USA","USW00013967",2023-09-12
21,"USA","USW00013967",2023-09-13
20.7,"USA","USW00013967",2023-09-14
21.2,"USA","USW00013967",2023-09-15
22.3,"USA","USW00013967",2023-09-16
22.1,"USA","USW00013967",2023-09-17
23.6,"USA","USW00013967",2023-09-18
22.8,"USA","USW00013967",2023-09-19
23.6,"USA","USW00013967",2023-09-20
23.6,"USA","USW00013967",2023-09-21
24.3,"USA","USW00013967",2023-09-22
25.8,"USA","USW00013967",2023-09-23
25.6,"USA","USW00013967",2023-09-24
24.8,"USA","USW00013967",2023-09-25
23.7,"USA","USW00013967",2023-09-26
23.8,"USA","USW00013967",2023-09-27
24.4,"USA","USW00013967",2023-09-28
25.9,"USA","USW00013967",2023-09-29
26,"USA","USW00013967",2023-09-30
24.7,"USA","USW00013967",2023-10-01
24,"USA","USW00013984",2023-06-01
22.9,"USA","USW00013984",2023-06-02
21.5,"USA","USW00013984",2023-06-03
22.3,"USA","USW00013984",2023-06-04
24.3,"USA","USW00013984",2023-06-05
23.4,"USA","USW00013984",2023-06-06
25.9,"USA","USW00013984",2023-06-07
27.3,"USA","USW00013984",2023-06-08
24.3,"USA","USW00013984",2023-06-09
21.7,"USA","USW00013984",2023-06-10
21.3,"USA","USW00013984",2023-06-11
18.8,"USA","USW00013984",2023-06-12
19.1,"USA","USW00013984",2023-06-13
22.4,"USA","USW00013984",2023-06-14
24.8,"USA","USW00013984",2023-06-15
25.4,"USA","USW00013984",2023-06-16
23.9,"USA","USW00013984",2023-06-17
23.1,"USA","USW00013984",2023-06-18
27.1,"USA","USW00013984",2023-06-19
26.6,"USA","USW00013984",2023-06-20
24.6,"USA","USW00013984",2023-06-21
24.4,"USA","USW00013984",2023-06-22
26.7,"USA","USW00013984",2023-06-23
28.1,"USA","USW00013984",2023-06-24
25.1,"USA","USW00013984",2023-06-25
24.3,"USA","USW00013984",2023-06-26
23.9,"USA","USW00013984",2023-06-27
26.9,"USA","USW00013984",2023-06-28
28.1,"USA","USW00013984",2023-06-29
27.2,"USA","USW00013984",2023-06-30
23.7,"USA","USW00013984",2023-07-01
22.9,"USA","USW00013984",2023-07-02
26.2,"USA","USW00013984",2023-07-03
27.6,"USA","USW00013984",2023-07-04
23.6,"USA","USW00013984",2023-07-05
21.2,"USA","USW00013984",2023-07-06
22.9,"USA","USW00013984",2023-07-07
21,"USA","USW00013984",2023-07-08
21.4,"USA","USW00013984",2023-07-09
25.3,"USA","USW00013984",2023-07-10
27.8,"USA","USW00013984",2023-07-11
28.1,"USA","USW00013984",2023-07-12
26.8,"USA","USW00013984",2023-07-13
24.9,"USA","USW00013984",2023-07-14
25.2,"USA","USW00013984",2023-07-15
26.1,"USA","USW00013984",2023-07-16
25.9,"USA","USW00013984",2023-07-17
24.9,"USA","USW00013984",2023-07-18
24.3,"USA","USW00013984",2023-07-19
26.2,"USA","USW00013984",2023-07-20
24.6,"USA","USW00013984",2023-07-21
24.8,"USA","USW00013984",2023-07-22
24.7,"USA","USW00013984",2023-07-23
29.6,"USA","USW00013984",2023-07-24
30.7,"USA","USW00013984",2023-07-25
34.4,"USA","USW00013984",2023-07-26
33,"USA","USW00013984",2023-07-27
33.4,"USA","USW00013984",2023-07-28
26.7,"USA","USW00013984",2023-07-29
28.1,"USA","USW00013984",2023-07-30
26.1,"USA","USW00013984",2023-07-31
27,"USA","USW00013984",2023-08-01
30.4,"USA","USW00013984",2023-08-02
27.7,"USA","USW00013984",2023-08-03
26,"USA","USW00013984",2023-08-04
25.8,"USA","USW00013984",2023-08-05
23.6,"USA","USW00013984",2023-08-06
22.7,"USA","USW00013984",2023-08-07
24.5,"USA","USW00013984",2023-08-08
25.6,"USA","USW00013984",2023-08-09
26.6,"USA","USW00013984",2023-08-10
29.7,"USA","USW00013984",2023-08-11
28.3,"USA","USW00013984",2023-08-12
25.7,"USA","USW00013984",2023-08-13
21.7,"USA","USW00013984",2023-08-14
21.9,"USA","USW00013984",2023-08-15
25.6,"USA","USW00013984",2023-08-16
26.8,"USA","USW00013984",2023-08-17
23.7,"USA","USW00013984",2023-08-18
31.8,"USA","USW00013984",2023-08-19
32.8,"USA","USW00013984",2023-08-20
32.8,"USA","USW00013984",2023-08-21
34.2,"USA","USW00013984",2023-08-22
33.9,"USA","USW00013984",2023-08-23
33.9,"USA","USW00013984",2023-08-24
33.7,"USA","USW00013984",2023-08-25
25,"USA","USW00013984",2023-08-26
22.9,"USA","USW00013984",2023-08-27
23.2,"USA","USW00013984",2023-08-28
26.9,"USA","USW00013984",2023-08-29
24.6,"USA","USW00013984",2023-08-30
25.1,"USA","USW00013984",2023-08-31
27.2,"USA","USW00013984",2023-09-01
29.4,"USA","USW00013984",2023-09-02
30.3,"USA","USW00013984",2023-09-03
29.9,"USA","USW00013984",2023-09-04
29.1,"USA","USW00013984",2023-09-05
20.8,"USA","USW00013984",2023-09-06
22.1,"USA","USW00013984",2023-09-07
24.3,"USA","USW00013984",2023-09-08
23,"USA","USW00013984",2023-09-09
23,"USA","USW00013984",2023-09-10
18.7,"USA","USW00013984",2023-09-11
17.9,"USA","USW00013984",2023-09-12
18.9,"USA","USW00013984",2023-09-13
20.6,"USA","USW00013984",2023-09-14
18.6,"USA","USW00013984",2023-09-15
19.4,"USA","USW00013984",2023-09-16
19.3,"USA","USW00013984",2023-09-17
23,"USA","USW00013984",2023-09-18
26.8,"USA","USW00013984",2023-09-19
23.8,"USA","USW00013984",2023-09-20
23.8,"USA","USW00013984",2023-09-21
20.7,"USA","USW00013984",2023-09-22
23.6,"USA","USW00013984",2023-09-23
20.2,"USA","USW00013984",2023-09-24
21.6,"USA","USW00013984",2023-09-25
21.3,"USA","USW00013984",2023-09-26
20.3,"USA","USW00013984",2023-09-27
22.7,"USA","USW00013984",2023-09-28
28.2,"USA","USW00013984",2023-09-29
28.7,"USA","USW00013984",2023-09-30
27.5,"USA","USW00013984",2023-10-01
20.7,"USA","USW00013985",2023-06-01
18.2,"USA","USW00013985",2023-06-02
16.8,"USA","USW00013985",2023-06-03
18.4,"USA","USW00013985",2023-06-04
19.7,"USA","USW00013985",2023-06-05
20.8,"USA","USW00013985",2023-06-06
21.5,"USA","USW00013985",2023-06-07
22.4,"USA","USW00013985",2023-06-08
24.5,"USA","USW00013985",2023-06-09
21.4,"USA","USW00013985",2023-06-10
20.7,"USA","USW00013985",2023-06-11
18.6,"USA","USW00013985",2023-06-12
17.9,"USA","USW00013985",2023-06-13
19,"USA","USW00013985",2023-06-14
21.4,"USA","USW00013985",2023-06-15
19.3,"USA","USW00013985",2023-06-16
21.3,"USA","USW00013985",2023-06-17
19.7,"USA","USW00013985",2023-06-18
23.6,"USA","USW00013985",2023-06-19
25.1,"USA","USW00013985",2023-06-20
26.5,"USA","USW00013985",2023-06-21
20.9,"USA","USW00013985",2023-06-22
22.2,"USA","USW00013985",2023-06-23
25.9,"USA","USW00013985",2023-06-24
23.8,"USA","USW00013985",2023-06-25
23.6,"USA","USW00013985",2023-06-26
24.2,"USA","USW00013985",2023-06-27
27.6,"USA","USW00013985",2023-06-28
29.2,"USA","USW00013985",2023-06-29
26.3,"USA","USW00013985",2023-06-30
22.4,"USA","USW00013985",2023-07-01
22.9,"USA","USW00013985",2023-07-02
25.1,"USA","USW00013985",2023-07-03
26.4,"USA","USW00013985",2023-07-04
23.6,"USA","USW00013985",2023-07-05
21.7,"USA","USW00013985",2023-07-06
21.8,"USA","USW00013985",2023-07-07
21.7,"USA","USW00013985",2023-07-08
19.4,"USA","USW00013985",2023-07-09
22.2,"USA","USW00013985",2023-07-10
25.4,"USA","USW00013985",2023-07-11
28.5,"USA","USW00013985",2023-07-12
26.7,"USA","USW00013985",2023-07-13
27.2,"USA","USW00013985",2023-07-14
24.1,"USA","USW00013985",2023-07-15
25.4,"USA","USW00013985",2023-07-16
28.9,"USA","USW00013985",2023-07-17
28.8,"USA","USW00013985",2023-07-18
27.7,"USA","USW00013985",2023-07-19
26.1,"USA","USW00013985",2023-07-20
20.8,"USA","USW00013985",2023-07-21
22.9,"USA","USW00013985",2023-07-22
26,"USA","USW00013985",2023-07-23
28.9,"USA","USW00013985",2023-07-24
29.3,"USA","USW00013985",2023-07-25
29.9,"USA","USW00013985",2023-07-26
28.9,"USA","USW00013985",2023-07-27
28.7,"USA","USW00013985",2023-07-28
27.6,"USA","USW00013985",2023-07-29
28.7,"USA","USW00013985",2023-07-30
29.1,"USA","USW00013985",2023-07-31
29.4,"USA","USW00013985",2023-08-01
30.9,"USA","USW00013985",2023-08-02
29.4,"USA","USW00013985",2023-08-03
26.9,"USA","USW00013985",2023-08-04
25.5,"USA","USW00013985",2023-08-05
23.9,"USA","USW00013985",2023-08-06
22.9,"USA","USW00013985",2023-08-07
22.3,"USA","USW00013985",2023-08-08
23.8,"USA","USW00013985",2023-08-09
24.8,"USA","USW00013985",2023-08-10
26.8,"USA","USW00013985",2023-08-11
25.4,"USA","USW00013985",2023-08-12
25,"USA","USW00013985",2023-08-13
22.3,"USA","USW00013985",2023-08-14
21.8,"USA","USW00013985",2023-08-15
25.2,"USA","USW00013985",2023-08-16
26.1,"USA","USW00013985",2023-08-17
24.2,"USA","USW00013985",2023-08-18
30.3,"USA","USW00013985",2023-08-19
29.8,"USA","USW00013985",2023-08-20
30.2,"USA","USW00013985",2023-08-21
30.1,"USA","USW00013985",2023-08-22
30,"USA","USW00013985",2023-08-23
29.3,"USA","USW00013985",2023-08-24
29.8,"USA","USW00013985",2023-08-25
24.2,"USA","USW00013985",2023-08-26
20.8,"USA","USW00013985",2023-08-27
23.4,"USA","USW00013985",2023-08-28
25.1,"USA","USW00013985",2023-08-29
23.9,"USA","USW00013985",2023-08-30
24.9,"USA","USW00013985",2023-08-31
27.3,"USA","USW00013985",2023-09-01
28.1,"USA","USW00013985",2023-09-02
28,"USA","USW00013985",2023-09-03
28.3,"USA","USW00013985",2023-09-04
28,"USA","USW00013985",2023-09-05
21.4,"USA","USW00013985",2023-09-06
25.2,"USA","USW00013985",2023-09-07
25.6,"USA","USW00013985",2023-09-08
24.4,"USA","USW00013985",2023-09-09
22.2,"USA","USW00013985",2023-09-10
16.7,"USA","USW00013985",2023-09-11
15.2,"USA","USW00013985",2023-09-12
16.8,"USA","USW00013985",2023-09-13
17.8,"USA","USW00013985",2023-09-14
17.4,"USA","USW00013985",2023-09-15
18.8,"USA","USW00013985",2023-09-16
21.2,"USA","USW00013985",2023-09-17
21.6,"USA","USW00013985",2023-09-18
24.4,"USA","USW00013985",2023-09-19
22.4,"USA","USW00013985",2023-09-20
23.6,"USA","USW00013985",2023-09-21
24.3,"USA","USW00013985",2023-09-22
23.1,"USA","USW00013985",2023-09-23
18.3,"USA","USW00013985",2023-09-24
20.7,"USA","USW00013985",2023-09-25
23.4,"USA","USW00013985",2023-09-26
21.6,"USA","USW00013985",2023-09-27
25.4,"USA","USW00013985",2023-09-28
26.2,"USA","USW00013985",2023-09-29
25.7,"USA","USW00013985",2023-09-30
24.9,"USA","USW00013985",2023-10-01
12.7,"USA","USW00014607",2023-10-01
24.8,"USA","USW00014742",2023-06-01
25.3,"USA","USW00014742",2023-06-02
18.1,"USA","USW00014742",2023-06-03
13.7,"USA","USW00014742",2023-06-04
16.4,"USA","USW00014742",2023-06-05
15.8,"USA","USW00014742",2023-06-06
12.7,"USA","USW00014742",2023-06-07
12.7,"USA","USW00014742",2023-06-08
14.3,"USA","USW00014742",2023-06-09
15.8,"USA","USW00014742",2023-06-10
18.7,"USA","USW00014742",2023-06-11
23.1,"USA","USW00014742",2023-06-12
20.5,"USA","USW00014742",2023-06-13
18.6,"USA","USW00014742",2023-06-14
19.5,"USA","USW00014742",2023-06-15
19.7,"USA","USW00014742",2023-06-16
16.3,"USA","USW00014742",2023-06-17
15.1,"USA","USW00014742",2023-06-18
16.4,"USA","USW00014742",2023-06-19
18.8,"USA","USW00014742",2023-06-20
21.4,"USA","USW00014742",2023-06-21
21.8,"USA","USW00014742",2023-06-22
22.7,"USA","USW00014742",2023-06-23
24.2,"USA","USW00014742",2023-06-24
23.4,"USA","USW00014742",2023-06-25
23.4,"USA","USW00014742",2023-06-26
22.2,"USA","USW00014742",2023-06-27
22.1,"USA","USW00014742",2023-06-28
19.7,"USA","USW00014742",2023-06-29
22.6,"USA","USW00014742",2023-06-30
24.8,"USA","USW00014742",2023-07-01
21.8,"USA","USW00014742",2023-07-02
22.6,"USA","USW00014742",2023-07-03
24.9,"USA","USW00014742",2023-07-04
24.8,"USA","USW00014742",2023-07-05
27.9,"USA","USW00014742",2023-07-06
26.3,"USA","USW00014742",2023-07-07
24.7,"USA","USW00014742",2023-07-08
25.2,"USA","USW00014742",2023-07-09
20.9,"USA","USW00014742",2023-07-10
22.7,"USA","USW00014742",2023-07-11
24.7,"USA","USW00014742",2023-07-12
22.7,"USA","USW00014742",2023-07-13
22.8,"USA","USW00014742",2023-07-14
24.1,"USA","USW00014742",2023-07-15
24.4,"USA","USW00014742",2023-07-16
24.8,"USA","USW00014742",2023-07-17
23.6,"USA","USW00014742",2023-07-18
22.9,"USA","USW00014742",2023-07-19
22.1,"USA","USW00014742",2023-07-20
22.3,"USA","USW00014742",2023-07-21
20.3,"USA","USW00014742",2023-07-22
21.6,"USA","USW00014742",2023-07-23
22.4,"USA","USW00014742",2023-07-24
22.8,"USA","USW00014742",2023-07-25
24.7,"USA","USW00014742",2023-07-26
24.1,"USA","USW00014742",2023-07-27
24.6,"USA","USW00014742",2023-07-28
21.5,"USA","USW00014742",2023-07-29
18.3,"USA","USW00014742",2023-07-30
19.2,"USA","USW00014742",2023-07-31
17.7,"USA","USW00014742",2023-08-01
18.1,"USA","USW00014742",2023-08-02
19.7,"USA","USW00014742",2023-08-03
19.4,"USA","USW00014742",2023-08-04
20,"USA","USW00014742",2023-08-05
20.5,"USA","USW00014742",2023-08-06
20.1,"USA","USW00014742",2023-08-07
22,"USA","USW00014742",2023-08-08
22.4,"USA","USW00014742",2023-08-09
22.3,"USA","USW00014742",2023-08-10
19.6,"USA","USW00014742",2023-08-11
19.8,"USA","USW00014742",2023-08-12
22.3,"USA","USW00014742",2023-08-13
22.1,"USA","USW00014742",2023-08-14
20.8,"USA","USW00014742",2023-08-15
21.1,"USA","USW00014742",2023-08-16
23.1,"USA","USW00014742",2023-08-17
21.3,"USA","USW00014742",2023-08-18
16.9,"USA","USW00014742",2023-08-19
19.9,"USA","USW00014742",2023-08-20
21.3,"USA","USW00014742",2023-08-21
18.2,"USA","USW00014742",2023-08-22
18.8,"USA","USW00014742",2023-08-23
18.8,"USA","USW00014742",2023-08-24
18.6,"USA","USW00014742",2023-08-25
20.8,"USA","USW00014742",2023-08-26
18.6,"USA","USW00014742",2023-08-27
19.1,"USA","USW00014742",2023-08-28
22,"USA","USW00014742",2023-08-29
22.7,"USA","USW00014742",2023-08-30
17.1,"USA","USW00014742",2023-08-31
16.4,"USA","USW00014742",2023-09-01
18.3,"USA","USW00014742",2023-09-02
23.6,"USA","USW00014742",2023-09-03
24.1,"USA","USW00014742",2023-09-04
25.7,"USA","USW00014742",2023-09-05
26.2,"USA","USW00014742",2023-09-06
24.7,"USA","USW00014742",2023-09-07
23.6,"USA","USW00014742",2023-09-08
20.7,"USA","USW00014742",2023-09-09
19.1,"USA","USW00014742",2023-09-10
17.6,"USA","USW00014742",2023-09-11
19.9,"USA","USW00014742",2023-09-12
19.3,"USA","USW00014742",2023-09-13
16.6,"USA","USW00014742",2023-09-14
15.6,"USA","USW00014742",2023-09-15
16.8,"USA","USW00014742",2023-09-16
16.8,"USA","USW00014742",2023-09-17
16.6,"USA","USW00014742",2023-09-18
16.4,"USA","USW00014742",2023-09-19
16.9,"USA","USW00014742",2023-09-20
14.4,"USA","USW00014742",2023-09-21
15.1,"USA","USW00014742",2023-09-22
16.1,"USA","USW00014742",2023-09-23
16.2,"USA","USW00014742",2023-09-24
14.9,"USA","USW00014742",2023-09-25
14.8,"USA","USW00014742",2023-09-26
12.6,"USA","USW00014742",2023-09-27
14.2,"USA","USW00014742",2023-09-28
14.7,"USA","USW00014742",2023-09-29
16.7,"USA","USW00014742",2023-09-30
17.1,"USA","USW00014742",2023-10-01
14.3,"USA","USW00014755",2023-06-01
13.5,"USA","USW00014755",2023-06-02
3.9,"USA","USW00014755",2023-06-03
-1.6,"USA","USW00014755",2023-06-04
0.9,"USA","USW00014755",2023-06-05
1.4,"USA","USW00014755",2023-06-06
-0.4,"USA","USW00014755",2023-06-07
0.8,"USA","USW00014755",2023-06-08
1.4,"USA","USW00014755",2023-06-09
1.6,"USA","USW00014755",2023-06-10
6.1,"USA","USW00014755",2023-06-11
8.8,"USA","USW00014755",2023-06-12
7.4,"USA","USW00014755",2023-06-13
8.8,"USA","USW00014755",2023-06-14
5.7,"USA","USW00014755",2023-06-15
8.1,"USA","USW00014755",2023-06-16
5.7,"USA","USW00014755",2023-06-17
4.2,"USA","USW00014755",2023-06-18
5.4,"USA","USW00014755",2023-06-19
6.8,"USA","USW00014755",2023-06-20
7.5,"USA","USW00014755",2023-06-21
7.3,"USA","USW00014755",2023-06-22
15,"USA","USW00014755",2023-06-23
11.9,"USA","USW00014755",2023-06-24
12.4,"USA","USW00014755",2023-06-25
11.2,"USA","USW00014755",2023-06-26
10.7,"USA","USW00014755",2023-06-27
10.2,"USA","USW00014755",2023-06-28
10.1,"USA","USW00014755",2023-06-29
11.2,"USA","USW00014755",2023-06-30
11.2,"USA","USW00014755",2023-07-01
10.3,"USA","USW00014755",2023-07-02
12.5,"USA","USW00014755",2023-07-03
12.4,"USA","USW00014755",2023-07-04
13.1,"USA","USW00014755",2023-07-05
15.3,"USA","USW00014755",2023-07-06
14.6,"USA","USW00014755",2023-07-07
13.7,"USA","USW00014755",2023-07-08
13.3,"USA","USW00014755",2023-07-09
11.4,"USA","USW00014755",2023-07-10
10.7,"USA","USW00014755",2023-07-11
11.9,"USA","USW00014755",2023-07-12
11.6,"USA","USW00014755",2023-07-13
11.9,"USA","USW00014755",2023-07-14
12.8,"USA","USW00014755",2023-07-15
13.3,"USA","USW00014755",2023-07-16
13.3,"USA","USW00014755",2023-07-17
12.4,"USA","USW00014755",2023-07-18
10.6,"USA","USW00014755",2023-07-19
9.7,"USA","USW00014755",2023-07-20
8.9,"USA","USW00014755",2023-07-21
8.8,"USA","USW00014755",2023-07-22
9,"USA","USW00014755",2023-07-23
11.6,"USA","USW00014755",2023-07-24
11,"USA","USW00014755",2023-07-25
11.1,"USA","USW00014755",2023-07-26
12.2,"USA","USW00014755",2023-07-27
12.4,"USA","USW00014755",2023-07-28
12.1,"USA","USW00014755",2023-07-29
4.8,"USA","USW00014755",2023-07-30
5.4,"USA","USW00014755",2023-07-31
3.3,"USA","USW00014755",2023-08-01
2.6,"USA","USW00014755",2023-08-02
7.9,"USA","USW00014755",2023-08-03
8.2,"USA","USW00014755",2023-08-04
7.7,"USA","USW00014755",2023-08-05
8.1,"USA","USW00014755",2023-08-06
8.1,"USA","USW00014755",2023-08-07
11.2,"USA","USW00014755",2023-08-08
8.8,"USA","USW00014755",2023-08-09
10.4,"USA","USW00014755",2023-08-10
6.4,"USA","USW00014755",2023-08-11
7.9,"USA","USW00014755",2023-08-12
10.3,"USA","USW00014755",2023-08-13
7.6,"USA","USW00014755",2023-08-14
8.6,"USA","USW00014755",2023-08-15
9.5,"USA","USW00014755",2023-08-16
9.9,"USA","USW00014755",2023-08-17
9.9,"USA","USW00014755",2023-08-18
5.2,"USA","USW00014755",2023-08-19
7.6,"USA","USW00014755",2023-08-20
9.4,"USA","USW00014755",2023-08-21
5.7,"USA","USW00014755",2023-08-22
6.8,"USA","USW00014755",2023-08-23
8.1,"USA","USW00014755",2023-08-24
7.1,"USA","USW00014755",2023-08-25
9.7,"USA","USW00014755",2023-08-26
8.3,"USA","USW00014755",2023-08-27
8.5,"USA","USW00014755",2023-08-28
9.8,"USA","USW00014755",2023-08-29
9.9,"USA","USW00014755",2023-08-30
2.9,"USA","USW00014755",2023-08-31
6.8,"USA","USW00014755",2023-09-01
11.2,"USA","USW00014755",2023-09-02
10.6,"USA","USW00014755",2023-09-03
14.3,"USA","USW00014755",2023-09-04
15.6,"USA","USW00014755",2023-09-05
14.4,"USA","USW00014755",2023-09-06
15.3,"USA","USW00014755",2023-09-07
13.8,"USA","USW00014755",2023-09-08
12.2,"USA","USW00014755",2023-09-09
11.2,"USA","USW00014755",2023-09-10
10.6,"USA","USW00014755",2023-09-11
10.8,"USA","USW00014755",2023-09-12
9.6,"USA","USW00014755",2023-09-13
6.1,"USA","USW00014755",2023-09-14
3.8,"USA","USW00014755",2023-09-15
3.8,"USA","USW00014755",2023-09-16
6.6,"USA","USW00014755",2023-09-17
6.3,"USA","USW00014755",2023-09-18
5.7,"USA","USW00014755",2023-09-19
3.5,"USA","USW00014755",2023-09-20
3.7,"USA","USW00014755",2023-09-21
5.7,"USA","USW00014755",2023-09-22
7.6,"USA","USW00014755",2023-09-23
7.5,"USA","USW00014755",2023-09-24
4.7,"USA","USW00014755",2023-09-25
3.1,"USA","USW00014755",2023-09-26
6.4,"USA","USW00014755",2023-09-27
7.7,"USA","USW00014755",2023-09-28
9.4,"USA","USW00014755",2023-09-29
8.7,"USA","USW00014755",2023-09-30
8.7,"USA","USW00014755",2023-10-01
24.2,"USA","USW00014771",2023-06-01
24.7,"USA","USW00014771",2023-06-02
22.3,"USA","USW00014771",2023-06-03
16.4,"USA","USW00014771",2023-06-04
16.6,"USA","USW00014771",2023-06-05
16.5,"USA","USW00014771",2023-06-06
15,"USA","USW00014771",2023-06-07
14.3,"USA","USW00014771",2023-06-08
14.8,"USA","USW00014771",2023-06-09
16.1,"USA","USW00014771",2023-06-10
19.8,"USA","USW00014771",2023-06-11
22.3,"USA","USW00014771",2023-06-12
18.3,"USA","USW00014771",2023-06-13
15.6,"USA","USW00014771",2023-06-14
17.4,"USA","USW00014771",2023-06-15
16.9,"USA","USW00014771",2023-06-16
16.9,"USA","USW00014771",2023-06-17
19.4,"USA","USW00014771",2023-06-18
19.7,"USA","USW00014771",2023-06-19
22,"USA","USW00014771",2023-06-20
22.1,"USA","USW00014771",2023-06-21
20.9,"USA","USW00014771",2023-06-22
23.5,"USA","USW00014771",2023-06-23
22.2,"USA","USW00014771",2023-06-24
23.2,"USA","USW00014771",2023-06-25
23.8,"USA","USW00014771",2023-06-26
21.4,"USA","USW00014771",2023-06-27
17.8,"USA","USW00014771",2023-06-28
19.1,"USA","USW00014771",2023-06-29
